,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,PoolQC,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice
665,666,60,RL,106.0,11194.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,3.713572066704308,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,37.49666651850535,1406,GasA,Ex,Y,SBrkr,6.175058860438112,4.685562762369122,6.6332495807108,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000.0,RFn,2,226.99556652981173,TA,TA,Y,4.312111884803799,5.171399460000914,None,None,None,11,2006,WD,Normal,36.216549916979275
666,667,60,RL,70.04995836802665,17673.5,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,4.736198448394496,TA,Gd,CBlock,Gd,TA,No,LwQ,5.236441962829949,Rec,10.535653752852738,1021,GasA,TA,Y,SBrkr,6.1867049726012695,5.499906083244363,6.984643417569853,0,0,2,1,3,1,TA,7,Sev,1,Po,CarPort,1965.0,Unf,2,261.6743567460729,TA,TA,Y,0.0,5.5318970075047895,None,None,None,8,2007,WD,Abnorml,32.61486979574429
667,668,20,RL,65.0,8125.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.556828061699537,TA,TA,PConc,Gd,TA,No,GLQ,7.037905963447182,Unf,16.431676725154983,1408,GasA,Ex,Y,SBrkr,6.401218829027465,0.0,6.401218829027465,1,0,2,0,3,1,Gd,7,Typ,1,Fa,Attchd,1994.0,RFn,2,253.8361490184159,TA,TA,Y,4.427734593647989,3.9672787441416606,None,None,None,10,2008,WD,Normal,35.09731612808555
668,669,20,RL,70.04995836802665,14175.0,Pave,None,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.8966943316227125,Unf,14.142135623730951,1188,GasA,Gd,Y,SBrkr,6.156929660313632,0.0,6.156929660313632,1,0,1,1,3,1,TA,6,Min2,1,TA,Detchd,1999.0,Unf,2,254.2103871974599,TA,TA,Y,4.625789081503889,0.0,None,None,None,11,2006,WD,Normal,34.21478001955491
669,670,30,RL,80.0,11600.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,26.457513110645905,700,GasA,Ex,Y,SBrkr,5.8609835415769025,0.0,5.8609835415769025,0,0,1,0,2,1,Fa,5,Typ,1,Gd,Detchd,1922.0,Unf,1,126.02490209661707,TA,Fa,Y,0.0,0.0,None,None,None,7,2006,WD,Normal,32.99552286405647
670,671,60,RL,64.0,8633.0,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,5.267858159063328,Unf,23.345235059857504,738,GasA,Ex,Y,SBrkr,5.212116212673337,5.212116212673337,6.198285684332168,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2005.0,Fin,2,240.67303121009718,TA,TA,Y,3.883497032423913,3.7702702807069937,None,None,None,2,2009,WD,Normal,34.41430371919203
671,672,70,RH,54.0,6629.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,6.313548046277095,Unf,11.0,672,GasA,TA,N,SBrkr,5.138166751370393,5.091459790043661,6.082762530298219,1,0,2,0,3,1,TA,6,Typ,0,None,Detchd,1930.0,Unf,1,146.14835435423845,TA,TA,Y,4.147307861820881,0.0,None,None,None,7,2009,WD,Normal,31.3345067904123
672,673,20,RL,70.04995836802665,11250.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,6.643789733147672,Unf,21.0,1208,GasA,TA,Y,SBrkr,5.895446920629982,0.0,5.895446920629982,1,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2,242.93869781756814,TA,TA,Y,4.346464481736446,3.9672787441416606,None,None,None,6,2006,WD,Normal,34.10360111650522
673,674,20,RL,107.5,14442.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,4.672828834461906,TA,TA,PConc,TA,TA,No,GLQ,7.079184394609668,Unf,17.05872210923198,1477,GasA,Ex,Y,SBrkr,6.548554289672121,0.0,6.548554289672121,1,0,2,0,3,1,Gd,7,Typ,2,TA,Attchd,1957.0,Fin,2,192.8950182076958,TA,TA,Y,0.0,4.771366519652488,None,None,None,6,2007,WD,Normal,36.94057024178664
674,675,20,RL,80.0,9200.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.794586580876499,Unf,15.620499351813308,1136,GasA,TA,Y,SBrkr,5.805566216374199,0.0,5.805566216374199,1,0,1,0,3,1,TA,5,Typ,1,Gd,Attchd,1965.0,RFn,1,180.22742984167394,TA,TA,Y,4.830627903543849,0.0,None,None,None,7,2008,WD,Normal,33.10367550849373
675,676,160,RL,31.5,2289.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,5.7430031878094825,Unf,23.323807579381203,855,GasA,TA,Y,SBrkr,5.407437751322422,4.920105372227348,6.161209766937384,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,Unf,2,202.29685300691082,TA,TA,Y,2.965773891615179,0.0,None,None,None,4,2009,WD,Normal,33.45953462049572
676,677,70,RM,60.0,9600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,33.090784215548595,1095,GasW,Fa,N,SBrkr,5.752458971218187,5.104667319384365,6.48990596059029,1,0,2,0,4,2,TA,8,Min2,0,None,2Types,1920.0,Unf,3,328.3408220439266,Fa,Fa,N,0.0,0.0,None,None,None,5,2006,WD,Normal,30.34480073694411
677,678,30,RL,52.0,9022.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,27.712812921102035,768,GasA,Ex,Y,SBrkr,5.304950005319615,0.0,5.304950005319615,0,0,1,0,2,1,Gd,5,Typ,0,None,Detchd,1924.0,Unf,1,120.90513870156188,Fa,Fa,N,4.650582499681724,0.0,None,None,None,5,2009,WD,Normal,31.653916378447335
678,679,20,RL,80.0,11844.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,6.020112740696528,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,41.054841371024686,2046,GasA,Ex,Y,SBrkr,6.725528344419832,0.0,6.725528344419832,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,Fin,3,347.87968949412834,TA,TA,Y,4.662602812450033,4.70507726211954,None,None,None,7,2009,New,Partial,38.81228886815089
679,680,20,RL,70.04995836802665,9945.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.060443010546419,TA,TA,CBlock,TA,TA,No,Rec,6.71901315438526,Unf,12.68857754044952,988,GasA,TA,Y,SBrkr,5.606466560232338,0.0,5.606466560232338,1,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1963.0,Unf,2,252.71283086715363,TA,TA,Y,0.0,0.0,None,None,None,10,2007,WD,Normal,32.59182213330856
680,681,120,RL,50.0,8012.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,6.298949246855942,BLQ,16.15549442140351,923,GasA,TA,Y,SBrkr,5.511888520455273,0.0,5.511888520455273,0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1980.0,RFn,1,131.10724267394318,TA,TA,Y,3.7275599211538144,0.0,None,None,None,5,2010,WD,Normal,33.23131605005329
681,682,50,RH,55.0,4500.0,Pave,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,5.209486152841421,Unf,24.71841418861655,793,GasA,Ex,Y,SBrkr,5.396335752816171,5.091459790043661,6.2439712827042895,0,0,1,0,3,1,TA,6,Typ,0,None,Detchd,1968.0,Unf,1,138.2469309693628,TA,TA,Y,0.0,0.0,None,None,None,7,2009,WD,Abnorml,33.892702712430605
682,683,120,RL,70.04995836802665,2887.0,Pave,None,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,6.911747300251674,Unf,16.97056274847714,1291,GasA,Ex,Y,SBrkr,5.994204571621106,0.0,5.994204571621106,1,0,1,0,2,1,Gd,6,Typ,1,Gd,Attchd,1996.0,Unf,2,198.7806706646395,TA,TA,Y,4.632084691804257,0.0,None,None,None,11,2008,WD,Normal,34.3963887716076
683,684,20,RL,90.0,11248.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,5.375278407684165,Gd,TA,PConc,Gd,TA,Av,GLQ,6.966024187106113,Unf,23.811761799581316,1626,GasA,Ex,Y,SBrkr,6.390708545484161,0.0,6.390708545484161,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2002.0,Fin,3,300.6221270185954,TA,TA,Y,4.517410624631905,4.042314018196816,None,None,None,7,2007,WD,Normal,37.614544710317716
684,685,60,RL,58.0,16770.0,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,3.4339872044851463,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,34.56877203488721,1195,GasA,Gd,Y,SBrkr,5.879521412061292,5.0375743250992375,6.548554289672121,0,0,2,1,4,1,TA,7,Typ,0,None,Attchd,1998.0,Fin,2,220.1007341403524,TA,TA,Y,0.0,4.691354686941154,None,None,None,6,2010,WD,Normal,35.944615250284485
685,686,160,RL,70.04995836802665,5062.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,6.720220155135295,LwQ,13.416407864998739,1190,GasA,Gd,Y,SBrkr,5.873361611659942,5.477225575051661,6.761399100973839,1,0,2,0,3,1,Gd,6,Min1,1,TA,Attchd,1984.0,Fin,2,254.5845251098027,TA,TA,Y,4.412918775646794,0.0,None,None,None,9,2007,WD,Normal,35.54059125704838
686,687,60,FV,84.0,10207.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,29.563490998188964,874,GasA,Ex,Y,SBrkr,5.437231924259711,5.457338657594089,6.477983522417649,0,0,3,0,3,1,Gd,7,Typ,0,None,Attchd,2007.0,Fin,2,254.95856295571025,TA,TA,Y,4.13336488701833,4.9829886004747745,None,None,None,8,2007,New,Partial,36.142375529117814
687,688,160,FV,70.04995836802665,5105.0,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,5.480638923341991,Unf,17.663521732655695,551,GasA,Ex,Y,SBrkr,4.844934384345263,4.844934384345263,5.761630441584714,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2004.0,Unf,2,217.79375748991595,TA,TA,Y,0.0,4.3578745184407,None,None,None,3,2007,WD,Normal,33.47177537000178
688,689,20,RL,60.0,8089.0,Pave,None,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,6.852242569051878,Unf,21.77154105707724,1419,GasA,Ex,Y,SBrkr,6.137557853387186,0.0,6.137557853387186,1,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,2,250.8386097037435,TA,TA,Y,4.114283060574215,0.0,None,None,None,10,2007,New,Partial,38.81228886815089
689,690,120,RL,61.0,7577.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,5.54907608489522,Gd,TA,PConc,Gd,TA,Av,ALQ,3.044522437723423,Unf,36.6333181680284,1362,GasA,Ex,Y,SBrkr,6.074971948453085,0.0,6.074971948453085,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,210.07130095734195,TA,TA,Y,4.326082637343479,3.531851308659668,None,None,None,6,2007,WD,Normal,35.1363593352611
690,691,120,RM,70.04995836802665,4426.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.997212273764115,Gd,TA,PConc,Gd,TA,Gd,GLQ,6.548219102762372,Unf,12.288205727444508,848,GasA,Ex,Y,SBrkr,5.396335752816171,0.0,5.396335752816171,1,0,1,0,1,1,Gd,3,Typ,1,TA,Attchd,2004.0,RFn,2,194.46767978563466,TA,TA,Y,4.156435100659952,0.0,None,None,None,5,2008,WD,Normal,33.14647808911633
691,692,60,RL,104.0,17673.5,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,6,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,6.020112740696528,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.283448228756631,Unf,31.448370387032774,2052,GasA,Ex,Y,SBrkr,6.81346636296638,6.531573930945211,7.240013313571747,0,1,3,1,4,1,Ex,10,Typ,2,Ex,Attchd,1994.0,Fin,3,347.172747925606,TA,TA,Y,4.7710365837087005,4.157392693711713,None,None,None,1,2007,WD,Normal,38.81228886815089
692,693,60,RL,42.0,17673.5,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.683579767338681,Gd,TA,PConc,Gd,TA,Gd,GLQ,6.873163834212518,Unf,15.652475842498529,1210,GasA,Ex,Y,SBrkr,5.93171342628067,5.98256302401793,7.0844647197454815,1,0,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,1989.0,RFn,2,273.5370892285855,TA,TA,Y,4.658622956293894,3.4932942974464614,None,None,None,4,2006,WD,Normal,38.709799131775426
693,694,30,RL,60.0,5400.0,Pave,None,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,32.7566787083184,1073,GasA,Ex,Y,SBrkr,5.72334506283855,0.0,5.72334506283855,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1968.0,Unf,1,156.83744922192284,TA,TA,Y,0.0,0.0,None,None,None,12,2006,WD,Abnorml,31.599757863661193
694,695,50,RM,51.0,6120.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,30.44667469527666,927,GasA,TA,Y,SBrkr,5.715327282152979,4.661068652401553,6.263392889789532,0,0,1,1,3,1,TA,5,Typ,0,None,Detchd,1995.0,Unf,2,254.2103871974599,TA,TA,Y,3.9618183893458307,0.0,None,MnPrv,None,4,2009,WD,Normal,33.16778285272522
695,696,20,RL,54.0,13811.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.290459441148391,TA,TA,CBlock,Gd,Gd,No,GLQ,6.8885724595653635,LwQ,9.591663046625438,1112,GasA,Gd,Y,SBrkr,5.806843428246945,0.0,5.806843428246945,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1987.0,Unf,2,244.82381852957306,TA,TA,Y,4.037141691677576,0.0,None,None,None,7,2006,WD,Normal,34.503226672201635
696,697,30,RM,50.0,6000.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,6.424869023905388,Unf,0.0,616,GasA,Gd,Y,SBrkr,4.981901975348543,0.0,4.981901975348543,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1921.0,Unf,1,105.73737364644192,TA,TA,Y,0.0,0.0,None,None,None,6,2006,WD,Normal,30.472136402355655
697,698,20,RL,57.0,6420.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,5.351858133476067,ALQ,14.798648586948742,980,GasA,Fa,Y,FuseA,5.820837456259609,0.0,5.820837456259609,0,1,1,0,2,1,TA,6,Typ,0,None,Detchd,1952.0,Unf,1,149.45197634953374,TA,TA,Y,0.0,0.0,None,None,None,9,2006,WD,Normal,32.35705972832517
698,699,20,RL,65.0,8450.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,6.317164686747284,BLQ,14.966629547095765,894,GasA,Ex,Y,SBrkr,5.468073954826517,0.0,5.468073954826517,1,0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1973.0,Unf,1,160.91317959792238,TA,TA,Y,4.8246337688911805,5.341755385284164,None,MnPrv,None,4,2010,WD,Normal,33.03898259309438
699,700,120,FV,59.0,4282.0,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,2.833213344056216,Unf,37.080992435478315,1391,GasA,Ex,Y,SBrkr,6.107054314310872,0.0,6.107054314310872,0,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2004.0,RFn,2,236.88825440294198,TA,TA,Y,4.187378370989071,5.447906676510062,None,None,None,7,2008,WD,Normal,35.1784263667483
700,701,20,RL,85.0,14331.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.020112740696528,Gd,TA,PConc,Ex,TA,Gd,GLQ,7.150701457592526,Unf,22.93468988235943,1800,GasA,Ex,Y,SBrkr,6.5135556243263055,0.0,6.5135556243263055,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,3,323.33376304990765,TA,TA,Y,4.549391639373959,4.64918908089282,None,None,None,5,2006,WD,Normal,38.235416286029114
701,702,20,RL,80.0,9600.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,5.1298987149230735,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,34.11744421846396,1164,GasA,TA,Y,SBrkr,5.841013971774418,0.0,5.841013971774418,0,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1969.0,Unf,2,236.1299823055523,TA,TA,Y,0.0,0.0,None,None,None,7,2006,COD,Normal,33.10367550849373
702,703,60,RL,82.0,12438.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.020112740696528,Ex,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,35.12833614050059,1234,GasA,Ex,Y,SBrkr,5.962615002602663,6.018433396869128,7.124205932017833,0,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,287.50373996611165,TA,TA,Y,4.666556214072377,4.927937728978187,None,None,None,7,2006,New,Partial,38.81228886815089
703,704,190,RM,76.0,7630.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,0.0,Unf,18.973665961010276,360,GasA,Gd,Y,SBrkr,5.667870570895036,5.284740304644863,6.524384515614138,0,0,2,0,4,2,Gd,8,Typ,1,Po,Detchd,1999.0,Unf,2,289.6975915072973,TA,TA,N,4.70470636725192,0.0,None,MnPrv,None,5,2010,WD,Normal,33.10367550849373
704,705,20,RL,70.0,8400.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.700480365792417,Gd,TA,PConc,Gd,TA,Av,GLQ,6.569481420414296,Unf,27.586228448267445,1473,GasA,Ex,Y,SBrkr,6.206667428541379,0.0,6.206667428541379,1,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2004.0,RFn,2,265.3917859702099,TA,TA,Y,0.0,3.7702702807069937,None,None,None,5,2010,WD,Normal,35.70781143934682
705,706,190,RM,70.0,5600.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,None,0.0,Fa,Fa,Slab,None,None,None,None,0.0,None,0.0,42,GasA,Fa,N,SBrkr,4.391731039349508,5.180040128222703,5.748514876358642,0,0,2,0,3,2,Fa,7,Mod,0,None,None,None,None,0,0.0,None,None,N,0.0,0.0,None,None,Othr,7,2010,WD,Normal,27.867030368108022
706,707,20,RL,70.04995836802665,17673.5,Pave,None,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,Stone,5.863631175598097,TA,TA,CBlock,Gd,TA,Gd,GLQ,7.106606137727303,Unf,20.591260281974,1643,GasA,TA,Y,SBrkr,6.535159753833509,0.0,6.535159753833509,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1971.0,Unf,2,313.9971149062502,TA,TA,Y,4.767725734231248,4.112736159338504,None,None,None,6,2007,WD,Normal,38.00404418224465
707,708,120,RL,48.0,6240.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.176149732573829,Gd,TA,PConc,Gd,TA,No,GLQ,6.761572768804055,Unf,21.470910553583888,1324,GasA,Ex,Y,SBrkr,6.032148108039167,0.0,6.032148108039167,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,Fin,2,244.44700633043402,TA,TA,Y,4.326082637343479,3.8588978304885067,None,None,None,12,2009,WD,Normal,36.85045916394306
708,709,60,RL,65.0,9018.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,26.981475126464083,728,GasA,Ex,Y,SBrkr,5.194369560058668,5.194369560058668,6.177181238775322,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2007.0,Fin,2,186.58076628491958,TA,TA,Y,3.883497032423913,3.3690325373011047,None,None,None,7,2007,New,Partial,34.627325486372044
709,710,20,RL,70.04995836802665,7162.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,3.7376696182833684,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,29.597297173897484,876,GasA,TA,Y,SBrkr,5.483301264452448,0.0,5.483301264452448,0,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1966.0,Unf,1,189.74266644510263,TA,TA,Y,0.0,0.0,None,MnPrv,None,12,2008,WD,Abnorml,31.675038198204113
